UPC or EAN	Article text	TBD	Sales value	Sales value	TBD	TBD	TBD
2023-10-21	ANCHOR 1 PAIR TELE PHONE WIRE	2.0	720.34	1440.68	SR/23-24/01796	8600.0	7288.14
2023-10-21	DIGISOL CAT-6 CABLE (305MTR) DGC-SC6U4F-3GC	1.0	5847.46	5847.46	SR/23-24/01796	8600.0	7288.14
2023-10-21	ANCHOR 1 PAIR TELE PHONE WIRE	2.0	974.58	1949.16	SR/23-24/01797	10050.0	8516.96
2023-10-21	DIGISOL CAT-6 CABLE (305MTR) DGC-SC6U4F-3GC	1.0	6567.8	6567.8	SR/23-24/01797	10050.0	8516.96
2023-10-21	BLUE FEATHER 1TB SATA HDD -2Y	1.0	1483.05	1483.05	SR/23-24/01798	1750.0	1483.05
2023-10-21	DELL LAPTOP ADAPTER 65W	1.0	889.83	889.83	SR/23-24/01799	1050.0	889.83
2023-10-21	"24""IPS BDLESS24MK600M-W ATR"	1.0	7627.12	7627.12	SR/23-24/01800	9000.0	7627.12
2023-10-22	HP PRO 100MFP M126A	1.0	14406.78	14406.78	SR/23-24/01801	17000.0	14406.78
2023-10-25	GT2 CYAN M0H54AA	1.0	982.14	982.14	SR/23-24/01802	1100.0	982.14
2023-10-25	300 QUANTUM WIFI DONGLE RECEIVER	1.0	211.86	211.86	SR/23-24/01804	250.0	211.86
2023-10-25	HP PRINTER SMART TANK 520 AIO	1.0	10847.46	10847.46	SR/23-24/01805	12800.0	10847.46
2023-10-25	7403 QUANTUM KEYBOARD USB	1.0	423.73	423.73	SR/23-24/01806	500.0	423.73
2023-10-25	DELL USB KEYBOARD KB216 BLACK	1.0	423.73	423.73	SR/23-24/01807	500.0	423.73
2023-10-25	DELL USB KEYBOARD KB216 BLACK	1.0	423.73	423.73	SR/23-24/01808	500.0	423.73
2023-10-25	7403 QUANTUM KEYBOARD USB	1.0	211.86	211.86	SR/23-24/01809	250.0	211.86
2023-10-26	7403 QUANTUM KEYBOARD USB	1.0	211.86	211.86	SR/23-24/01810	250.0	211.86
2023-10-26	LAPCARE CONPATIBLE BAT FOR DELL INSPIRON 3451 4C	1.0	1271.19	1271.19	SR/23-24/01811	1850.0	1567.8
2023-10-26	XCESS USB SPEAKER 2.0 XS 242	1.0	296.61	296.61	SR/23-24/01811	1850.0	1567.8
2023-10-26	7403 QUANTUM KEYBOARD USB	1.0	211.86	211.86	SR/23-24/01812	250.0	211.86
2023-10-26	7403 QUANTUM KEYBOARD USB	1.0	211.86	211.86	SR/23-24/01813	250.0	211.86
2023-10-26	BT-0004 BATTERY 12V/7 AH (FT)	20.0	546.88	10937.6	SR/T/23-24/1521	14000.0	10937.6
2023-10-27	NC-0014 USB 10/100MB (FT)	1.0	211.86	211.86	SR/23-24/01814	250.0	211.86
2023-10-27	7403 QUANTUM KEYBOARD USB	2.0	127.12	254.24	SR/23-24/01818	300.0	254.24
2023-10-27	BNC BRASS	20.0	11.02	220.4	SR/23-24/01820	260.0	220.4
2023-10-27	JUNCTION BOX SECURENET 4X4	20.0	22.88	457.6	SR/23-24/01822	540.0	457.6
2023-10-27	7403 QUANTUM KEYBOARD USB	1.0	338.98	338.98	SR/23-24/01824	400.0	338.98
2023-10-27	DT HP M01-F2389IN(Ci3-12th/8GB/512GB W11)	1.0	30508.47	30508.47	SR/T/23-24/1523	42000.0	35593.22
2023-10-27	Moniter LED V20 HD+(19.5Inch)-1H849A6#ACJ	1.0	5084.75	5084.75	SR/T/23-24/1523	42000.0	35593.22
2023-10-27	HP LASERJET PRO P1108	1.0	11864.41	11864.41	SR/T/23-24/1524	14000.0	11864.41
2023-10-27	ASUS LAPTOP : X1504ZA-NJ542WS	1.0	50677.97	50677.97	SR/T/23-24/1525	59800.0	50677.97
2023-10-27	IGST	1.0	50677.97	50677.97	SR/T/23-24/1525	59800.0	9122.03
2023-10-28	HP PRINTER SMART TANK 580 WIFI	1.0	12966.1	12966.1	SR/23-24/01825	15300.0	12966.1
2023-10-28	LAPCARE LAPDISC M.2 2280 SATA 256GB	1.0	1779.66	1779.66	SR/23-24/01826	2100.0	1779.66
2023-10-28	"LED MONITER 19"" WIDE HDMI (FT) MON-0071"	1.0	2118.64	2118.64	SR/23-24/01827	2500.0	2118.64
2023-10-28	NVR CP PLUS 8CH CP-UNR-108F1	1.0	3093.22	3093.22	SR/23-24/01828	3650.0	3093.22
2023-10-28	CP PLUS 8CH CP-UVR-0801E1-CV2	1.0	2838.98	2838.98	SR/23-24/01829	17180.0	14559.31
2023-10-28	CP PLUS CAMERA FULL HD2.4 MP CP-URC-DC24PL2-0360	4.0	745.76	2983.04	SR/23-24/01829	17180.0	14559.31
2023-10-28	CP PLUS HD 2.4MP IR BULL CAM CP-URC-TC24PL2-V3-360	4.0	830.51	3322.04	SR/23-24/01829	17180.0	14559.31
2023-10-28	CP PLUS 4G ROUTER CP-XR-DN211-S	1.0	1567.8	1567.8	SR/23-24/01829	17180.0	14559.31
2023-10-28	BLUE FEATHER 1TB SATA HDD -2Y	1.0	1525.42	1525.42	SR/23-24/01829	17180.0	14559.31
2023-10-28	CP PLUS CABLE NETWORK CP FCC 90R	2.0	889.83	1779.66	SR/23-24/01829	17180.0	14559.31
2023-10-28	CP PLUS SMPS 10A	1.0	542.37	542.37	SR/23-24/01829	17180.0	14559.31
2023-10-28	LAPCARE CAMPATIBLE FOR HP  HS04 4C	1.0	1186.44	1186.44	SR/23-24/01830	1400.0	1186.44
2023-10-30	CANON MFP G3010 IN PRINTER	1.0	11355.93	11355.93	SR/23-24/01832	13400.0	11355.93
2023-10-30	ACER LAPTOP : NX.K9TSI.005	1.0	46610.17	46610.17	SR/23-24/01833	55000.0	46610.17
2023-10-30	HP PRINTER SMART TANK 580 WIFI	1.0	12711.86	12711.86	SR/23-24/01834	15000.0	12711.86
2023-10-30	TP LINK AC 1200 (Archer C6)	1.0	2372.88	2372.88	SR/23-24/01835	2800.0	2372.88
2023-10-30	293 BLK/INS3511/ Ci5-1135/8/512/W11	1.0	40677.97	40677.97	SR/23-24/01836	48000.0	40677.97
2023-10-30	HP SMART PRINTER TANK 585 WIFI	1.0	12033.9	12033.9	SR/23-24/01838	14200.0	12033.9
2023-10-30	HP PRO 100MFP M126A	1.0	14745.76	14745.76	SR/T/23-24/1550	18280.0	15491.52
2023-10-30	HP MOUSE/ S500 WIRELESS	1.0	423.73	423.73	SR/T/23-24/1550	18280.0	15491.52
2023-10-30	FINGER HUB QUARDANT U2.0	1.0	322.03	322.03	SR/T/23-24/1550	18280.0	15491.52
2023-10-31	ACER LAPTOP : UN.431SI.253	1.0	22881.36	22881.36	SR/23-24/01839	27000.0	22881.36
2023-10-31	"SAMSUNG TV 32"" DC32E LED LH32DCEPDGCXL"	1.0	9765.63	9765.63	SR/23-24/01840	12500.0	9765.63
2023-10-31	ASUS LAPTOP : X1502ZA-EJ544WS	1.0	44915.25	44915.25	SR/23-24/01841	53000.0	44915.25
2023-10-31	CANON PRINTER - G2730	1.0	9067.8	9067.8	SR/23-24/01842	10700.0	9067.8
2023-10-31	ACER LAPTOP : UN 431SI.289	1.0	33474.58	33474.58	SR/23-24/01843	40000.0	33898.31
2023-10-31	ACER BAG	1.0	423.73	423.73	SR/23-24/01843	40000.0	33898.31
